group,group_path_index,f00_s3,f11_s3,pdf_path_index,pdf_x_pt,pdf_y_pt,pdf_radius_x_pt,pdf_radius_y_pt
gauge_cyan,73,0.026076112091698127,-0.002324016022513074,186,327.781494140625,292.7854919433594,3.8905029296875,3.8905029296875
gauge_cyan,74,0.02752398129884321,-0.0024230214740868145,187,342.3320007324219,300.69549560546875,3.8909912109375,3.8905029296875
gauge_cyan,75,0.02897304392742118,-0.0025240045900658216,188,356.8945007324219,308.7635040283203,3.8905029296875,3.8885040283203125
gauge_cyan,76,0.030422106555999147,-0.002616000648946401,189,371.4570007324219,316.1134948730469,3.8909912109375,3.8905029296875
gauge_cyan,77,0.03186997576314423,-0.0027190114677733764,190,386.00750732421875,324.343505859375,3.8905029296875,3.8905029296875
gauge_cyan,78,0.03331908697885432,-0.0028130102102805732,191,400.57049560546875,331.85350036621094,3.8905029296875,3.8885040283203125
gauge_cyan,79,0.03476810102030017,-0.0029090116364143873,192,415.13250732421875,339.52349853515625,3.8905029296875,3.8905029296875
gauge_cyan,80,0.03621601881457737,-0.003003010378921584,193,429.6835021972656,347.0334930419922,3.8905029296875,3.8885040283203125
gauge_cyan,81,0.03766508144315534,-0.003094994214671122,194,444.2460021972656,354.38250732421875,3.8909912109375,3.8905029296875
gauge_cyan,82,0.03911394516816116,-0.00318901797639967,195,458.80650329589844,361.8945007324219,3.8885040283203125,3.8905029296875
gauge_cyan,83,0.040562061866010524,-0.0032830167189068665,196,473.3594970703125,369.4044952392578,3.8905029296875,3.8885040283203125
gauge_cyan,84,0.04201112449458849,-0.003372997871029787,197,487.9219970703125,376.593505859375,3.8909912109375,3.8905029296875
gauge_cyan,85,0.04345998821959431,-0.0034630162655050994,198,502.4824981689453,383.7854919433594,3.8885040283203125,3.8905029296875
gauge_cyan,86,0.04490810795413943,-0.0035539987594413285,199,517.0355224609375,391.05450439453125,3.8905029296875,3.8905029296875
gauge_cyan,87,0.04635691853696949,-0.003641007016911194,200,531.5954895019531,398.00599670410156,3.888519287109375,3.8889923095703125
gauge_cyan,88,0.04780603278937534,-0.003730994280599635,201,546.1585083007812,405.19549560546875,3.88848876953125,3.8905029296875
gauge_cyan,89,0.04925390199652042,-0.003815017420285405,202,560.7090148925781,411.9084930419922,3.889007568359375,3.8885040283203125
gauge_cyan,90,0.05070296158840263,-0.0039020195661897497,203,575.271484375,418.8594970703125,3.88848876953125,3.8905029296875
gauge_cyan,91,0.052152027253676354,-0.003986994009246126,204,589.8340148925781,425.64849853515625,3.889007568359375,3.8905029296875
gauge_cyan,92,0.05359989342412568,-0.004069014465305279,205,604.3844909667969,432.2014923095703,3.888519287109375,3.8885040283203125
gauge_cyan,93,0.055049007676531536,-0.004151003790577559,206,618.947509765625,438.7519989013672,3.88848876953125,3.8889923095703125
gauge_cyan,94,0.05649687688367662,-0.00423199177403653,207,633.4980163574219,445.2225036621094,3.889007568359375,3.8905029296875
gauge_cyan,95,0.057945936475558825,-0.004311008204655757,208,648.0604858398438,451.5354919433594,3.88848876953125,3.8905029296875
gauge_cyan,96,0.059395002140832556,-0.004389011070330632,209,662.6230163574219,457.7675018310547,3.889007568359375,3.8885040283203125
gauge_cyan,97,0.06084291689841401,-0.00446501125237889,210,677.1739807128906,463.8395080566406,3.889007568359375,3.8905029296875
gauge_cyan,98,0.06229198256368773,-0.004541999980150147,211,691.7365112304688,469.99049377441406,3.88848876953125,3.8885040283203125
gauge_cyan,99,0.06374084477034568,-0.004619001504011714,212,706.2969970703125,476.1425018310547,3.8909912109375,3.8885040283203125
